Timestamp,Open,Low,High,Close
2023-11-26 23:01:31,19061.8,19061.8,19061.8,19061.8
2023-11-26 23:01:31,43722.4,43722.4,43722.4,43722.4
2023-11-26 23:01:31,19054.0,19054.0,19054.0,19054.0
2023-11-26 23:01:32,19063.65,19063.65,19063.65,19063.65
2023-11-26 23:01:32,43725.65,43725.65,43725.65,43725.65
2023-11-26 23:01:32,19053.55,19053.55,19053.55,19053.55
2023-11-26 23:01:33,19065.15,19065.15,19065.15,19065.15
2023-11-26 23:01:33,43724.85,43724.85,43724.85,43724.85
2023-11-26 23:01:33,19053.5,19053.5,19053.5,19053.5
2023-11-26 23:01:34,19065.0,19065.0,19065.0,19065.0
2023-11-26 23:01:34,43726.5,43726.5,43726.5,43726.5
2023-11-26 23:01:34,19053.1,19053.1,19053.1,19053.1
2023-11-26 23:01:35,19065.15,19065.15,19065.15,19065.15
2023-11-26 23:01:35,43725.45,43725.45,43725.45,43725.45
2023-11-26 23:01:35,19052.15,19052.15,19052.15,19052.15
2023-11-26 23:01:36,19067.9,19067.9,19067.9,19067.9
2023-11-26 23:01:36,43724.25,43724.25,43724.25,43724.25
2023-11-26 23:01:36,19054.05,19054.05,19054.05,19054.05
2023-11-26 23:01:37,19069.5,19069.5,19069.5,19069.5
2023-11-26 23:01:37,43727.3,43727.3,43727.3,43727.3
2023-11-26 23:01:37,19053.95,19053.95,19053.95,19053.95
2023-11-26 23:01:38,19071.65,19071.65,19071.65,19071.65
2023-11-26 23:01:38,43726.15,43726.15,43726.15,43726.15
2023-11-26 23:01:38,19053.0,19053.0,19053.0,19053.0
2023-11-26 23:01:39,19072.35,19072.35,19072.35,19072.35
2023-11-26 23:01:39,43725.9,43725.9,43725.9,43725.9
2023-11-26 23:01:39,19052.15,19052.15,19052.15,19052.15
2023-11-26 23:01:40,19073.05,19073.05,19073.05,19073.05
2023-11-26 23:01:40,43727.25,43727.25,43727.25,43727.25
2023-11-26 23:01:40,19052.7,19052.7,19052.7,19052.7
2023-11-26 23:01:41,19072.8,19072.8,19072.8,19072.8
2023-11-26 23:01:41,43727.1,43727.1,43727.1,43727.1
2023-11-26 23:01:41,19053.6,19053.6,19053.6,19053.6
2023-11-26 23:01:42,19074.25,19074.25,19074.25,19074.25
2023-11-26 23:01:42,43727.9,43727.9,43727.9,43727.9
2023-11-26 23:01:42,19052.1,19052.1,19052.1,19052.1
2023-11-26 23:01:43,19074.8,19074.8,19074.8,19074.8
2023-11-26 23:01:43,43724.3,43724.3,43724.3,43724.3
2023-11-26 23:01:43,19052.15,19052.15,19052.15,19052.15
2023-11-26 23:01:44,19074.45,19074.45,19074.45,19074.45
2023-11-26 23:01:44,43722.8,43722.8,43722.8,43722.8
2023-11-26 23:01:44,19054.9,19054.9,19054.9,19054.9
2023-11-26 23:01:45,19073.95,19073.95,19073.95,19073.95
2023-11-26 23:01:45,43720.4,43720.4,43720.4,43720.4
2023-11-26 23:01:45,19053.1,19053.1,19053.1,19053.1
2023-11-26 23:01:46,19075.15,19075.15,19075.15,19075.15
2023-11-26 23:01:46,43722.1,43722.1,43722.1,43722.1
2023-11-26 23:01:46,19054.15,19054.15,19054.15,19054.15
2023-11-26 23:01:47,19075.75,19075.75,19075.75,19075.75
2023-11-26 23:01:47,43720.6,43720.6,43720.6,43720.6
2023-11-26 23:01:47,19056.15,19056.15,19056.15,19056.15
2023-11-26 23:01:48,19075.4,19075.4,19075.4,19075.4
2023-11-26 23:01:48,43721.45,43721.45,43721.45,43721.45
2023-11-26 23:01:48,19053.0,19053.0,19053.0,19053.0
2023-11-26 23:01:49,19077.05,19077.05,19077.05,19077.05
2023-11-26 23:01:49,43725.05,43725.05,43725.05,43725.05
2023-11-26 23:01:49,19053.0,19053.0,19053.0,19053.0
2023-11-26 23:01:50,19078.6,19078.6,19078.6,19078.6
2023-11-26 23:01:50,43726.9,43726.9,43726.9,43726.9
2023-11-26 23:01:50,19053.05,19053.05,19053.05,19053.05
2023-11-26 23:01:51,19075.35,19075.35,19075.35,19075.35
2023-11-26 23:01:51,43726.6,43726.6,43726.6,43726.6
2023-11-26 23:01:51,19050.55,19050.55,19050.55,19050.55
2023-11-26 23:01:52,19075.35,19075.35,19075.35,19075.35
2023-11-26 23:01:52,43727.65,43727.65,43727.65,43727.65
2023-11-26 23:01:52,19050.35,19050.35,19050.35,19050.35
2023-11-26 23:01:53,19073.0,19073.0,19073.0,19073.0
2023-11-26 23:01:53,43727.2,43727.2,43727.2,43727.2
2023-11-26 23:01:53,19049.65,19049.65,19049.65,19049.65
2023-11-26 23:01:54,19072.9,19072.9,19072.9,19072.9
2023-11-26 23:01:54,43729.45,43729.45,43729.45,43729.45
2023-11-26 23:01:54,19046.9,19046.9,19046.9,19046.9
2023-11-26 23:01:55,19074.25,19074.25,19074.25,19074.25
2023-11-26 23:01:55,43730.8,43730.8,43730.8,43730.8
2023-11-26 23:01:55,19049.4,19049.4,19049.4,19049.4
2023-11-26 23:01:56,19074.75,19074.75,19074.75,19074.75
2023-11-26 23:01:56,43729.15,43729.15,43729.15,43729.15
2023-11-26 23:01:56,19047.55,19047.55,19047.55,19047.55
2023-11-26 23:01:57,19073.95,19073.95,19073.95,19073.95
2023-11-26 23:01:57,43728.65,43728.65,43728.65,43728.65
2023-11-26 23:01:57,19047.4,19047.4,19047.4,19047.4
2023-11-26 23:01:58,19072.75,19072.75,19072.75,19072.75
2023-11-26 23:01:58,43729.95,43729.95,43729.95,43729.95
2023-11-26 23:01:58,19049.4,19049.4,19049.4,19049.4
2023-11-26 23:01:59,19074.2,19074.2,19074.2,19074.2
2023-11-26 23:01:59,43728.35,43728.35,43728.35,43728.35
2023-11-26 23:01:59,19050.5,19050.5,19050.5,19050.5
2023-11-26 23:02:00,19077.05,19077.05,19077.05,19077.05
2023-11-26 23:02:00,43727.75,43727.75,43727.75,43727.75
2023-11-26 23:02:00,19049.95,19049.95,19049.95,19049.95
2023-11-26 23:02:01,19077.15,19077.15,19077.15,19077.15
2023-11-26 23:02:01,43728.1,43728.1,43728.1,43728.1
2023-11-26 23:02:01,19051.85,19051.85,19051.85,19051.85
2023-11-26 23:02:02,19075.35,19075.35,19075.35,19075.35
2023-11-26 23:02:02,43728.45,43728.45,43728.45,43728.45
2023-11-26 23:02:02,19051.9,19051.9,19051.9,19051.9
2023-11-26 23:02:03,19075.05,19075.05,19075.05,19075.05
2023-11-26 23:02:03,43728.1,43728.1,43728.1,43728.1
2023-11-26 23:02:03,19052.4,19052.4,19052.4,19052.4
2023-11-26 23:02:04,19075.6,19075.6,19075.6,19075.6
2023-11-26 23:02:04,43725.65,43725.65,43725.65,43725.65
2023-11-26 23:02:04,19052.85,19052.85,19052.85,19052.85
2023-11-26 23:02:05,19075.0,19075.0,19075.0,19075.0
2023-11-26 23:02:05,43726.0,43726.0,43726.0,43726.0
2023-11-26 23:02:05,19054.0,19054.0,19054.0,19054.0
2023-11-26 23:02:06,19073.4,19073.4,19073.4,19073.4
2023-11-26 23:02:06,43726.2,43726.2,43726.2,43726.2
2023-11-26 23:02:06,19051.7,19051.7,19051.7,19051.7
2023-11-26 23:02:07,19071.05,19071.05,19071.05,19071.05
2023-11-26 23:02:07,43728.8,43728.8,43728.8,43728.8
2023-11-26 23:02:07,19050.95,19050.95,19050.95,19050.95
2023-11-26 23:02:08,19068.1,19068.1,19068.1,19068.1
2023-11-26 23:02:08,43727.4,43727.4,43727.4,43727.4
2023-11-26 23:02:08,19051.65,19051.65,19051.65,19051.65
2023-11-26 23:02:09,19070.95,19070.95,19070.95,19070.95
2023-11-26 23:02:09,43725.35,43725.35,43725.35,43725.35
2023-11-26 23:02:09,19049.65,19049.65,19049.65,19049.65
2023-11-26 23:02:10,19071.85,19071.85,19071.85,19071.85
2023-11-26 23:02:10,43725.2,43725.2,43725.2,43725.2
2023-11-26 23:02:10,19048.95,19048.95,19048.95,19048.95
2023-11-26 23:02:11,19073.25,19073.25,19073.25,19073.25
